Date,Open,High,Low,Close,Adj Close,Volume
1655424000000,20388.795237176266,21347.849817499264,20217.0712660254,20413.20158624216,20413.20158624216,4764236900.398161
1655510400000,20433.46113437586,20737.007478537682,17573.71266888945,18947.07542113877,18947.07542113877,8732732745.608751
1655596800000,18943.788039132516,20784.514447191854,17926.11599620394,20547.07187921427,20547.07187921427,6144069363.986968
1655683200000,20525.750675325835,21051.075592857367,19609.250173545428,20551.426495015185,20551.426495015185,4834773916.474553
1655769600000,20547.366278052377,21696.756984129443,20331.22168545085,20696.52612678704,20696.52612678704,4679372887.989854
1655856000000,20694.792180150704,20879.090507552646,19720.585735543555,19963.620055999418,19963.620055999418,4509570006.805148
1655942400000,19966.68277278116,21212.202930561096,19867.480871283893,21089.983764031404,21089.983764031404,4061921675.9279814
1656028800000,21091.01814914223,21536.585439834493,20088.925327250305,21112.964880164713,21112.964880164713,4091826492.6131186
1656115200000,21181.65750516533,21589.91011954056,20755.19293666406,21479.437446184056,21479.437446184056,2512745588.126579
1656201600000,21477.71311797718,21874.39092752997,20874.861986823722,21028.086879776234,21028.086879776234,2496679829.3810034
1656288000000,21018.488907699164,21511.35450299353,20303.23533546025,20719.110189827526,20719.110189827526,3177778470.745097
1656374400000,20720.586951204383,21193.645099952857,19894.21947867903,20256.41498650487,20256.41498650487,3113036657.094986
1656460800000,20251.220305447616,20406.6859746633,19735.733401856414,20096.416033279052,20096.416033279052,3584400182.1828003
1656547200000,20098.85945223485,20148.17331978709,18603.086608475627,19944.730424014284,19944.730424014284,3677584296.093758
1656633600000,19946.003175494563,20886.724565316148,18786.428922463198,19252.14647463614,19252.14647463614,4940775184.82241
1656720000000,19253.979363807004,19426.761721240633,18957.877363682474,19224.058542056613,19224.058542056613,1858970167.242131
1656806400000,19227.546843822707,19627.694630354414,18753.988774190017,19291.95494297809,19291.95494297809,2146919830.4273603
1656892800000,19292.683036537823,20329.49209855287,18933.963360348265,20211.885515562295,20211.885515562295,2724640232.208404
1656979200000,20213.68608683563,20727.72403638365,19276.43617357907,20159.349157949993,20159.349157949993,3588052113.687208
1657065600000,20156.21783410888,20654.827469998952,19392.7806081999,20544.630589301705,20544.630589301705,3470886524.4881797
1657152000000,20543.595855819025,21833.615661270436,19407.14863085783,21612.685157843513,21612.685157843513,3936650737.9376154
1657238400000,21614.627790034345,22493.12980909454,20904.218579889126,21588.881648600298,21588.881648600298,8453410300.025099
1657324800000,21581.865518035782,21949.707427723915,20824.56714341367,21581.403250943593,21581.403250943593,4209431885.352827
1657411200000,21581.3866806642,21593.54212061365,20418.97419027133,20849.061867647422,20849.061867647422,4523403749.935018
1657497600000,20851.79796884284,20853.60183860683,19865.016684892264,19945.55395088512,19945.55395088512,3944236381.7653766
1657584000000,19944.996793564642,20038.7187747815,19191.393934536274,19311.50076463776,19311.50076463776,4244439025.382065
1657670400000,19309.347518943345,20322.561429297602,18897.44569760119,20223.657382910988,20223.657382910988,6520685380.891951
1657756800000,20220.95544724695,20888.629582553654,19516.34107407429,20574.45676534194,20574.45676534194,4932040831.713066
1657843200000,20573.21604397296,21191.96162421296,20355.790755683083,20819.915200437626,20819.915200437626,4070227705.753747
1657929600000,20824.99247029409,21580.499247060332,20323.996871146708,21191.602982161963,21191.602982161963,3141295784.1715083
1658016000000,21190.410906360208,21671.69817696194,20628.17745720023,20792.1781729013,20792.1781729013,2913314813.1983438
1658102400000,20793.11462581299,22770.642251172194,20552.75682991033,22436.613216346843,22436.613216346843,7044059014.522719
1658188800000,22437.077206866263,23779.93400743508,21581.018522422244,23397.46313814528,23397.46313814528,8812350107.389616
1658275200000,23398.237917059043,24274.86716290467,22912.463242335944,23224.02277427661,23224.02277427661,8095512198.298633
1658361600000,23223.698767549697,23433.68801289218,22346.0946398639,23151.70477975491,23151.70477975491,5661452268.4152565
1658448000000,23153.808569581335,23758.612874974264,22507.4216724545,22684.635947777315,22684.635947777315,5348980962.203237
