Date,Open,High,Low,Close,Adj Close,Volume
2022-06-17,5.301143783771618,5.471420601853369,5.278186094440255,5.336751126282691,5.336751126282691,30225638.171122834
2022-06-18,5.337854468787932,5.41436457426693,4.795547434549713,5.101912022341382,5.101912022341382,50148684.685519114
2022-06-19,5.109853691674668,5.54302952132133,4.9771242227287935,5.481547209015992,5.481547209015992,48004360.98456596
2022-06-20,5.482896875648682,5.681284364512835,5.282493674110245,5.448552317578765,5.448552317578765,41634735.69275201
2022-06-21,5.453375998418547,6.389223119140231,5.394294791454903,5.957052715269111,5.957052715269111,90108770.03012313
2022-06-22,5.957097325231279,5.970564473075214,5.440285813657965,5.5141073943279,5.5141073943279,54894101.80891928
2022-06-23,5.516066067390809,5.903367484797167,5.505088362941451,5.787698614652679,5.787698614652679,28954982.18899042
2022-06-24,5.795947726743301,6.294300190598485,5.745323265135182,6.114238803229601,6.114238803229601,54775253.93760894
2022-06-25,6.114523189725783,6.293129348072334,5.846981477313684,6.0732052914062145,6.0732052914062145,40235916.23874614
2022-06-26,6.074844999720038,6.340805984588943,5.802337058607122,5.8188769097829285,5.8188769097829285,44165385.65620476
2022-06-27,5.81853136638415,6.105469217914303,5.649150913251858,5.774877360303852,5.774877360303852,35332268.15383251
2022-06-28,5.773613727908633,5.958802186984226,5.4271594027705,5.508691167460501,5.508691167460501,41395634.15749588
2022-06-29,5.509061267428073,5.594113887611326,5.357782703860556,5.4518843237176045,5.4518843237176045,34322656.92405292
2022-06-30,5.452518422560829,5.498748919190366,5.078559485518153,5.397540309402125,5.397540309402125,40755638.851583615
2022-07-01,5.392530067165711,5.549815520773968,5.225336892609027,5.343763341836546,5.343763341836546,43898414.10261754
2022-07-02,5.336522289542281,5.393331000056866,5.204902107405627,5.33254058198264,5.33254058198264,18717638.90417459
2022-07-03,5.327383526575616,5.389793049485373,5.168521287864082,5.296023626894145,5.296023626894145,20597956.34990392
2022-07-04,5.2976166634583395,5.596486344676811,5.145910310378422,5.550057344403818,5.550057344403818,22193377.509454582
2022-07-05,5.552179859517321,5.626298579478012,5.283119941798394,5.480893064448525,5.480893064448525,26547842.51692506
2022-07-06,5.4781899203228415,5.660417881734201,5.269469194308193,5.55728612659052,5.55728612659052,23903445.965078406
2022-07-07,5.560616522474162,5.8592322016462814,5.296676925634217,5.797412065761005,5.797412065761005,25238996.39278535
2022-07-08,5.80392971268932,5.923485423474294,5.293880358510171,5.731785221342169,5.731785221342169,26460468.456921756
2022-07-09,5.725781395502729,5.89771712708178,5.468296939951376,5.793471292198127,5.793471292198127,20430504.776664514
2022-07-10,5.79280892941069,5.798864188145011,5.274583449829065,5.487418338137499,5.487418338137499,19280336.08896713
2022-07-11,5.492297957700922,5.492346988566836,5.145630521430622,5.190659094201419,5.190659094201419,22615723.859220307
2022-07-12,5.19520552248963,5.282141371526314,5.013283389518101,5.078894350209068,5.078894350209068,16048538.595292663
2022-07-13,5.082846732310536,5.311482407933885,4.996718130541927,5.295522026807214,5.295522026807214,30054684.91250734
2022-07-14,5.287894474843402,5.412703337404322,5.0831126899590044,5.355871628088664,5.355871628088664,20574188.03782618
2022-07-15,5.355382667505913,5.455377380081571,5.147169907835031,5.183392350784055,5.183392350784055,24125293.505292367
2022-07-16,5.232382565443055,5.448593679224048,5.097848999941466,5.396860296498247,5.396860296498247,20232069.86657495
2022-07-17,5.39741205288336,5.925627526056597,5.3067946984470415,5.685948983255917,5.685948983255917,52129491.56258673
