Date,Open,High,Low,Close,Adj Close,Volume
2022-06-17,4594.154126548381,4919.5608682707225,4552.303278939191,4788.951291112633,4788.951291112633,7684434.02010927
2022-06-18,4788.576265722871,4868.467786913398,4022.8021141710424,4369.341248617327,4369.341248617327,10406831.255327493
2022-06-19,4368.7611663077905,4847.319176834502,4126.845495212708,4741.049139503189,4741.049139503189,12746815.77055554
2022-06-20,4744.642038689931,5026.482268693101,4524.087885146918,4918.539626409269,4918.539626409269,12585502.873127898
2022-06-21,4918.070917076658,5585.0586380265395,4835.902380126588,5119.277965907382,5119.277965907382,17619031.117894266
2022-06-22,5121.947356927251,5329.80437069136,4932.442579516819,4973.663707380171,4973.663707380171,12941691.930663707
2022-06-23,4977.471753703951,5474.602381323252,4920.419532943736,5423.057696279202,5423.057696279202,11500848.026595362
2022-06-24,5432.788574730309,8079.252058942055,5348.270320407393,7091.1311881317515,7091.1311881317515,122848557.54223058
2022-06-25,7102.310533904172,7393.62122613818,6555.628897217784,7049.289656199217,7049.289656199217,48597358.84591707
2022-06-26,7050.933706121317,7136.215794386408,6399.230530904942,6444.395210384472,6444.395210384472,19372368.403917473
2022-06-27,6439.133783939089,6865.832613248029,6101.621687152395,6209.4063080175465,6209.4063080175465,16474094.215056552
2022-06-28,6205.664507240404,6277.771071787076,5558.4867375623,5641.9354588624665,5641.9354588624665,15456321.67262974
2022-06-29,5644.985386781398,5820.943129039283,5413.992196449961,5597.993232338801,5597.993232338801,16628345.46539728
2022-06-30,5603.472682487753,5696.55607227478,5062.560726517216,5410.176083206134,5410.176083206134,16109146.715409419
2022-07-01,5405.508798677424,5632.816743554813,5182.678170224311,5455.997418011192,5455.997418011192,13229211.467172058
2022-07-02,5457.194806525659,6062.467099843469,5236.343078211402,6017.033789421343,6017.033789421343,17354368.48667687
2022-07-03,6018.168332215835,6077.846451594291,5521.120514579293,5832.889653340629,5832.889653340629,15959572.953342047
2022-07-04,5834.871446776497,6490.05824931316,5556.334810326708,6358.589847717098,6358.589847717098,14665125.124163363
2022-07-05,6361.14883333538,6467.445963229244,5945.931354476506,6142.31367724826,6142.31367724826,12024043.188746367
2022-07-06,6142.140986196193,6464.55772452344,5883.986187682743,6308.002575596238,6308.002575596238,9614342.278589154
2022-07-07,6307.760797277227,6681.118554680453,5940.783566778194,6588.560415696411,6588.560415696411,10984606.143415278
2022-07-08,6586.696230762682,6862.275231318152,5980.482137225467,6299.982476430191,6299.982476430191,11374370.87891625
2022-07-09,6304.006826407712,6537.605003390847,6103.997118948903,6497.8539142732825,6497.8539142732825,5187903.216228919
2022-07-10,6500.292815076534,6500.471476603983,5894.882874303334,6037.591088573619,6037.591088573619,7934050.925264591
2022-07-11,6032.289353915662,6485.972393406706,5457.175713709574,5496.865893197237,5496.865893197237,8304624.161322653
2022-07-12,5497.810989897873,5889.5711556420265,5419.171236722107,5439.299020314235,5439.299020314235,8004434.62313321
2022-07-13,5442.245448498124,5940.49612595611,5299.821840659771,5909.512866153411,5909.512866153411,10283755.68470046
2022-07-14,5908.3742996456,6185.858150175567,5642.823562435213,6010.013008053909,6010.013008053909,9718562.126012053
2022-07-15,6006.820459089083,6330.244876590028,5916.231669192348,6125.588026873943,6125.588026873943,8137428.954474034
2022-07-16,6151.877684848834,6398.7951228610145,5887.089742717822,6261.425758377147,6261.425758377147,7392688.918323569
2022-07-17,6262.20067610492,6398.643253039574,6016.622210596771,6064.132209721944,6064.132209721944,7627426.256594341
